OriginalTweet,Attitude,Emotion
"Russia declares the defeat of 28 military facilities of Ukraine per day, the Armed Forces of Ukraine say they are blocking the movement of Ukrainian residents in the occupied territories and mining abandoned military equipment;",0,0
Ukraine boutta take Russia https://t.co/ATDRfoNQAU,1,0
"âRussia is redeploying elements of its forces from Georgia to reinforce its invasion of Ukraine, British military intelligence said on Thursday.â 
Insurgencies across occupied territories next? #Ukraine #UkraineRussianWar 
https://t.co/b9Vwux47EA",1,0
@NadiaInBC @JardaCali @lapatina_ Ethnic russians can go to Russia and stay the fuck out of Ukraine. Stop blaming the victim already! The only workable solution is for Russia to take its poor excuse of an army back home before they are sent back in body bags.,1,1
"@KremlinRussia_E  Please Stop the invasion of Ukraine &amp; withdraw ALL troops. 2. Commit to provide rebuilding funds. 3. Treaty with Ukraine that has mutual respect. If you take these steps, your country can move toward making Russia strong.",1,1
@DrunkGerber We divorced my Mail-order bride from Russia in support of Ukraine,1,0
The U.S. government began privately warning some American companies the day after Russia invaded Ukraine that Moscow could manipulate software designed by Russian cybersecurity company Kaspersky to cause harm - Reuters,0,0
"Remember Hunter Biden travelled on Air Force 2 with then VP Biden on official visits overseas.  

Hunter Biden's foreign business dealings: 4 countries with financial links to president's son https://t.co/A395l8ti8s #FoxNews",0,0
"Evolution of LNP and business excuses:
1. Labor
2. China
3. Covid
4. Russia
5. Ukraine
6. Anybodyâs guess
Excuses, excuses, excuses! 
#LNPfail",0,0
"@AdamKinzinger For some reason, Biden doesn't want Ukraine to win. He just refuses to give Ukrainians the weapons needed to kick Russia out of Ukraine.  You have to start thinking does Putin have some type of kompromat on Biden?",0,0
"President Joe Biden said on Thursday that Russian President Vladimir Putin seems to be self-isolating in Russia and may have fired or put under house arrest some of his advisers.

 https://t.co/V2AKnrxURF
#Putin #IStandWithUkraine #Biden #UkraineRussianWar",0,0
"@JornalOGlobo I prayed to God for the end of the war, but I stopped, because when the war is over, they will thank Saint Nicholas of Myra, protector of Russia, and Saint Josaphat, protector of Ukraine and not God. https://t.co/SsJIL1TUzk",1,0
#UkraineRussiaWar : Russia hands back control of #Chernobyl to #Ukraine - with most Russian forces there having withdrawn https://t.co/mpBGvvKXqL,0,0
Ukraine LIVE: âThank you Queen!â Joy at British-made launcher helping turn tide of war https://t.co/or4eauSdmk,0,0
Dave Decamp on Russiaâs War in Ukraine and Washingtonâs Reaction https://t.co/n24OfwMaoJ,0,0
"Larrylanes &amp; Bella Shmurda â Jonzing | MP3 DOWNLOAD
https://t.co/PKbrn3mqjv
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/j45OGPpA0N",0,0
"M.I Abaga Ft. Chillz â Daddy | MP3 DOWNLOAD
https://t.co/MLfroo74Jt
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/wuJ3P7LxyV",0,0
"Joeboy â Cubana | MP3 DOWNLOAD
https://t.co/5eUM0vTIkw
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/uOKPvdor6k",0,0
"@KINGMAN1002 @LanceGoober @KyivIndependent You should be talking to Russia, he is doing the same thing to Ukraine as they did in Syria, minus the president of Ukraine DIDNT invite them.The USA forces in Iraq worked WITH Iraqi forces after the Iraqis killed Saddam themselves. Libya? lol talk to Islamic countries on that.",1,0
"Khalid â Vertigo | MP3 DOWNLOAD
https://t.co/q5OehgGqrK
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/nO8j6nhSYj",0,0
"The US could have performed a massive humanitarian service by taking in tens of thousands of refugees of Hong Kong, Ukraine and Russia and it would have doubled as one of the greatest moves in national self-interest in decades.  Both political parties have failed spectacularly. https://t.co/IoqYk5v4D4",0,0
"@JAlan21813286 @JudicialWatch @JamesCa70626795 @TomFitton If heâs guilty of treason like the Bidenâs, Clintonâs and Obama, then yes jail time. Was he engaged in quid pro Joe, you know the âbig guyâ payments from China, Ukraine and Russia, Russia,Russia",0,0
"DOWNLOAD MP3; Khalid Ft. Empress Of â Suncity | MP3 DOWNLOAD
https://t.co/j1B5EmXf82
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/CXNHq2Puyi",0,0
@TheDemocrats Itâs not Putins gas price hike..  the price of gas was going up prior to Russia invading Ukraine.,0,0
"Zara Larsson â Ruin My Life | MP3 DOWNLOAD
https://t.co/xrnAMJdJVj
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/hoG85UfkUV",0,0
"MÃ Ft. Charli XCX â If Itâs Over | MP3 DOWNLOAD
https://t.co/lW18TAFQd8
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/YBu9Snv2W7",0,0
"DOWNLOAD ALBUM: MÃ â Forever Neverland | MP3 DOWNLOAD
https://t.co/jc9e591b02
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/ir413UOm3q",0,0
"Post Malone &amp; Swae Lee â Sunflower | MP3 DOWNLOAD
https://t.co/vuj5B8cNV9
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/SGroqyE0Rf",0,0
Ukrainians: Russian 'Withdrawal' May Signal More Attacks | https://t.co/yKNong910b https://t.co/Dmzoj1PeM5 via @Newsmax,0,0
"@anders_aslund I bet this old man have never been to Russia or Ukraine in his brainwashed life but he think Putin is wrong for defending his people from the criminals that champions invasion he's supporting,.
 Hey old man, go stop Putin if your balls are complete and stop coming here to rant.",0,1
"""I would hope now that we see the horrors of autocracy in Russia
 and Ukraine that we're reminded again of the perils of traveling down the path of authoritarianism.""- #KPUxSchiff",1,0
"@revistaforum I prayed to God for the end of the war, but I stopped, because when the war is over, they will thank Saint Nicholas of Myra, protector of Russia, and Saint Josaphat, protector of Ukraine and not God. https://t.co/JyWNJ90BLn",0,0
"I Love Twitters
I Love Japan
I Love USA
I Love Russia
I Love EU
I Love India
I Love England
I Love Taiwan
I Love Canada
I Love France
I Love Germany
I Love Australia
I Love Italy
I Love Ukraineâ¤
#ããã«ã¡ã¯ #ç¬ (ï½¡ââ¿âï½¡)â¡ https://t.co/IGUjzHJPGR",1,0
"Ukraine: Russian forces took humanitarian aid 
https://t.co/yNsFTHmha1 They need to burn. ð¥ð¥ð¥ð¥ð¥",1,1
"cryptocurrency news.

The two sides of the crypto coin in the Russia-Ukraine war - VentureBeat 

 https://t.co/yo0dwHoLlM

#crypto #cryptocurrency #BTC #bitcoin #money",0,0
"""...the more leverage that #China gains over #Russia, the less favourable that is for #India. I don't think anyone would believe that if China once again breaches the Line of Actual Control, Russia would come running to India's defence,""âUS Dep. NSA Singh

https://t.co/PUexR029qm",0,0
"âUkraine says Russia forcibly relocated thousands from Mariupol. Hereâs one dramatic account,â Washington Post.

https://t.co/1WbuM7PtXR",0,0
"Pentagon spox says Russian counterparts not taking calls from US officials
  And l wonder why. . . . .
https://t.co/5QAKYYbX1L",0,0
@StevenT65674368 Of course we are.We implemented more socialism-pay people to stay home and increase control of production and supply chainâfor our own safetyâ.We are getting the same results that socialism always brings- no surprise. We had shortages before last monthâs Russia/Ukraine conflict.,0,0
"ðºð¦ #Ukraine's largest crypto exchange, #KUNA, says #crypto has been vital during the #Russia conflict!

ðRead more about why he says this in the link below!
https://t.co/JK5daYJtt8 https://t.co/IWVSrg2UPs",0,0
"The young, military-age males dying in droves in Ukraine are the key to Russiaâs demographic future. 

By @captainkudzu
https://t.co/zAawEl9mjv",1,1
A Brutal Russian Playbook Reapplied in Ukraine https://t.co/A0YuN8xS7s,1,1
"name
internal storage     Disk       X96Max_Plus2_12 /sdcard
IPC$                 IPC        IPC Service (Samba on Android X96Max_Plus2_12)
ADMIN$               IPC        IPC Service (Samba on Android X96Max_Plus2_12)
#OpRussia #Russia #Ukraine",0,0
"@CAontu @FaerieWhings @meatballsubzero @Irishede My point is that 14,000 people died in Ukraine prior to the Russia invasion. This already includes all sides of the conflict.

Thanks for adding absolutely nothing to the conversation?",1,0
Pentagon spox says Russian counterparts not taking calls from US officials https://t.co/Rt8Bc9hRqV #FoxNews,0,0
"@merchmont @ForeignPolicy @anchalvohra Russia never wanted to conquer and subjugate Ukraine.  Now it is documented that the US wants to overthrow and balkanize Russia, as part of its geopolitical, unipolar agenda. Russia wanted a security agreement. I'm surprised how so many are lost in the weeds.",0,0
"""Sanctioned Oligarchâs Presence Adds Intrigue to Ukraine-Russia Talks"" by Valerie Hopkins via NYT https://t.co/O6Rb95vGo8",0,0
@blindsquirreldc @sullydish @SamRamani2 The guest was very ignorant on Nazis being in Ukraine. There are a lot more Nazis in US and Russia than Ukraine. Azov is not a Nazi unit. Very ignorant,1,1
@Elizabe86020834 @Joyce_Devivre2 @denna_dar @JohnNguyen88819 @Amb_Ulyanov @mfa_russia 2014 ukraine was at war,0,0
"Sally said""Does fraudulent president Biden really think Americans are stupid?. What we didn't notice the gas prices going up before Russia attacks the Ukraine?, does stopping the pipeline seem stupid now?, Once again the real President Trump was right.""",0,1
"@UOLNoticias I prayed to God for the end of the war, but I stopped, because when the war is over, they will thank Saint Nicholas of Myra, protector of Russia, and Saint Josaphat, protector of Ukraine and not God. https://t.co/LX61pckkM3",0,0
"@DrawingDead5 @UAWeapons @Euan_MacDonald @WSJ They only used up a few working s300â, most are decommissioned. In 1992 they had enough s300â to cover UKraine 3 times, plus plenty of intercontinental ballistic missiles to attack US &amp; allies 5x over with warheadsâ¦. Hence Bill Clinton &amp; Russia was keen to neutralise UKraine .",0,0
"Russiaâs invasion of Ukraine: List of key events, day 36
As the Russia-Ukraine war enters its 36th day, we take a look at the main developments.

#News #DailyNews #LiveNews",0,0
Russia invading Ukraine I don't blame Putin. I blame the intelligence and yet can't stop him because they are afraidÂ of WW3.people have to die to avoid WW3 while the military contractors make billions over military aid into Ukraine. During child tax credit no money now billions.,1,1
"#Russian motherâs will soon be losing many of these young men to death in #Ukraine. Everything #Russia says is a LIE. 
#Putin is a lying sociopath.

#PutinsWar #PutinWarCrimes https://t.co/Iv8EWTBI8y",1,1
"""Can Russia return to the world stage, as other aggressor nations have done ?""

&gt; Look - if #China &amp; #America can, #Russia certainly can

&gt; Stop pretending that geopolitics is anything other than a 'game' that sometimes slaughters loads of innocent people

#Vietnam #Iraq #Ukraine",1,1
Ukraine: Russiaâs cruel siege warfare tactics unlawfully killing civilians â new testimony andÂ investigation https://t.co/YgVdJViH3b,1,1
Baltics fear NATO membership isn't sufficient to protect against Russia https://t.co/l6ekyEMVs6 via @nbcnews #UkraineRussiaConflict https://t.co/OOKf3M5CED,0,0
Ukraine update: More setbacks for Russia as Ukrainian defense finds its footing https://t.co/jLEFJyA8K8 #PutinsWar,1,0
An Anonymous Twitter Account Translates China Propaganda About the War https://t.co/bSkV3Dbw5z,0,0
"Pentagon spox says Russian counterparts not taking calls from US officials

https://t.co/OsnUb3Mo2F",0,0
"@keading_david Stop blowing smoke up my ass, Trump &amp; pence tried to prepare Ukraine for Russian invasion by strong-arm Ukraine for dirt on his opponent the guy that withheld military defensive equipment,the Guy that has outstanding loans with Russian banks,is beholden to Russia and Putin !! https://t.co/xqJ4mKkQH7",0,0
"Please donate to https://t.co/Juj22oLs4E. Effects of Russiaâs attack - Families have been displaced, children have been injured, and men were forced to stay behind to fight. Your donation will be used to provide: Food and Shelter - And many other important services #Ukraine https://t.co/cMtfx8wJi8",0,0
"@c_sullied @Specialk186 @funder As a superpower there r some lines that cannot be crossed. For example, no country in North Africa can hav a military alliance with Russia or hav nuclear weapons. So why wld the US push Ukraine into breeching it's agreement with Russia to join NATO n reactivate their nukes? https://t.co/XctiQczxER",0,0
@Cyberspec1 Thatâs what I was thinking I just donât see Russia soldiers doing that.  I have seen that video of Ukraine soldiers shooting the kneecaps of Russia soldiers.  It was barely reported and never followed up on at least as of now.,0,1
@visegrad24 I am so intimidated. Chechen society is a warrior society. Ukraine should cede land and donkeys to the mighty Kadyrovites. Russia is so fortunate to have such mighty allies. All hail Putin the Short!,1,1
"@dudewithsign Real genocide is taking place in Ukraine right now. Help us spread this information around the world. We know that it's sensitive content for your followers, but that's what russia is doing in Ukraine. Help stop the war. Link with photo https://t.co/wBIy4seDyN https://t.co/jUP0OoXtyI",1,0
Ukraine war: Russia's Nobel winning editor Muratov doused with paint https://t.co/8c5T8QO9dN,0,0
"@RealNyotaUhura @Robertsixto2 @OrHotchkiss Remember, every time you buy a Koch product, you are supporting Putin's annihilation of Ukraine.
Koch is on the F list, those companies continuing to do ""business as usual"" in Russia.
https://t.co/w8Vme8bmlp",1,0
"Here we go ,just as much as #BuchaMasacre story ,where Ukraine neo nazis killed pple then pin it on Russia, it's all planned to isolate Russia 
#Ukraine https://t.co/X7HD0MXZLe",0,1
"#Russian captive denazificator. If you are shocked then you are a victim of russian narrative, which assures you every country around Russia, who doesn't support Russia is nazi. Estonia, Latvia, Lithuania, Poland, Georgia and now (since 2004) #Ukraine ...

#RussianArmy  #Peskov https://t.co/qCHpLlRj34",1,0
@GhurabaID @Ukraine @pinkfloyd @Russia Ratio https://t.co/tLZdXf5OPY,0,0
"@MoBeerEngineer @IAPonomarenko It¡¯s astonishing how little progress Russia seem to have made the last couple of weeks, there was talk them of them splitting the Ukraine areas in to two pockets then and they haven¡¯t even managed that yet.",1,0
?@POTUS? ¡°Russia¡¯s lies are no match for the undeniable evidence of what is happening in Ukraine. ¡° https://t.co/nRnqd75ZRV,1,0
@KyivIndependent ??????????????????WHY THE FUCK ARE THEY JUST CONSIDERING IT &amp; **NOT** DOING IT?!?! WHAT'S THERE TO CONSIDER??? THIS IS BIGGEST LOAD OF BULLSHIT I'VE EVER SEEN! #NATO NEEDS TO STEP THE FUCK UP ALONG W #USA &amp; GIVE #Ukraine WHATEVER THEY NEED TO ?DEFEAT? #PUTIN #RUSSIA,1,1
"@ZelenskyyUa @UN_HRC Mr President, ruSSia should be begging the heroes of Ukraine for peace and forgiveness. Give them nothing, they are unworthy of your consideration.
Slawa Ukraini ????????",1,1
#BREAKING German spies have intercepted Russian solders discussing murdering civilians. #UkraineRussianWar  https://t.co/RIOPZC7m05,0,0
"Biden:

""After today¡¯s historic vote, Russia will not be able to participate in the Council¡¯s work or spread its disinformation there as the Council¡¯s Commission of Inquiry investigates Russia¡¯s violations and abuses of human rights in Ukraine""

#StandWithUkraine https://t.co/VugTgG2KeC",1,0
Russia And Ukraine's Conflict Over Natural Gas Explained https://t.co/pVNwuDoTu8 via @YouTube,0,0
"""grappled"" = did nothing after spending years mocking anyone that thought Russia was threatening and still refused to arm Ukraine https://t.co/CM97Kmz3UK",1,0
"@Gerashchenko_en @kiraincongress Monumental failure continues in Ukraine, more useless sanctions &amp; failure by non-intervention by the US &amp; EU continues to provide Putin with freedom to reign terror on Ukraine. An all out offensive is needed against Russia itself. Stop the source, the band-aids are not working.",1,0
"¡°#Moscow has, essentially, stopped taking Washington¡¯s calls on military matters and there had been no dialogue between the two countries since mid-February.¡± #Ukraine #Russia

https://t.co/44uR28CheL",1,0
@Samizdat24 @BankerG2 @SoyMarcosSinS @Osinttechnical A take over implies just that. Russia wants to destroy and erase Ukraine.,1,0
"@banfield_jane @andersostlund Nothing will change in Russia until the mothers and grandmothers of Putin's thug police, tell their sons to not to go to work and not to arrest the other thousands of Mother's who should be protesting the deaths of their sons and grandsons in Putin's war against Ukraine.",1,0
@Paleface_69 @lyleleander @fjorduna12 @IAPonomarenko What will happen to the rest of Russia¡¯s army if NATO nations come forward with more heavy weapons for Ukraine to drive the Russians entirely out of Ukrainian territory?? How much of a humiliation does Russia really want?,0,1
'They're not people' Ukrainians shame 'fascist' Russians using children as human shields https://t.co/LZEyPdmNKk,1,0
"??Kremlin spokesperson #Peskov:

?if #Finland and #Sweden joined #NATO then #Russia would have to ""rebalance the situation"" with its own measures

?Unsurprisingly #Sweden and #Finland are considering joining after the war in #Ukraine https://t.co/Lr6A8goJ6C",0,0
So¡­ the various governments were using zelensky and Ukraine for money laundering and that¡¯s why we have to join this war?because If Russia wins Putin could release that? Would explain zelensky being worth 1.5 billion,0,1
Ukraine update: Russia's real losses may be greater than even Ukraine believes https://t.co/dQ3oCX1cyM,0,0
UN suspends Russia from Human Rights Council for invading Ukraine - https://t.co/oC7Kj3rohG #News  #HumanRightsCouncil #Russia #Ukraine #UN #BBnaija #Messi #Wizkid #Davido,1,0
"@DrTedros You know health is important for every single person. Health and life. And you also know russia takes away ukrainian lives today. 

But you are silent about it. Don't do so. 

Don't condone a genocide that is happenning in Ukraine now.
#askWHOaboutwar 
#WorldHealthDay",1,0
"""Ukraine entered that sphere of influence; it wasn't neutral after 2014.  That was the purpose of the coup, to prevent neutrality or a pro-Russian government in Kiev, &amp; to replace it with a pro-American government that would bring Ukraine into our sphere.""
https://t.co/APAojTNud6",1,0
"@Nathanseeker @BBCWorld Russia still bomb Ukraine, killing people. They still in Ukraine .",1,1
"Kremlin spokesperson admits to 'significant' Russian troop losses in Ukraine

https://t.co/75WvYuziHD",0,0
"united nations ¡ª 

The U.N. General Assembly voted Thursday to suspend Russia from the body¡¯s Human Rights Council over atrocities it has been accused of committing in Ukraine.",1,0
@louverneuilfr Russia started war against Ukraine. Every day russian soldiers kill hundreds of people. Ukrainians lose their homes. Make request to authorities not to issue visas to Russians. They've made it apparent that they don't want to be part of civilized world! #StopRussia,1,1
@AnTottenhamism @Gritty20202 Russia has more neo-Nazis than Ukraine.,1,1
"Fight and punish the @Russia russian war criminals now. 
New Russian Land Mine Poses Special Risk in Ukraine https://t.co/sSLUJEHvgq",0,1
@ilikemydogkala @jessehawken @petbugs13 how does us increasing our military spending affect the russia/ukraine situation in even the slightest way,0,0
Warning Graphic War Video #Ukraine #Russia #death #dead #kill #Shooting #explosion #disturbing #ambush #sniper #war https://t.co/4geiTcI2kW,0,0
Where were the sanctions when Israel was bombarding Palestine? Israel - an apartheid state - occupied Palestinian land illegally. Every wrongful act committed by Israel was supported by the very leaders who are opposing Putin¡¯s actions. #FreePalaestine #Ukraine #Russia,0,1
Putin Flack Admits Russia Has Suffered 'a Huge Tragedy' in Ukraine - The Daily Beast https://t.co/3B1cMastRG via @GoogleNews,0,0
"@MID_RF @varlamov @RusembUkraine @MFA_Ukraine @mod_russia @RussiaUN @rianru @RussiaInUSA @USEmbRu @natomission_ru @RusMission_EU @KremlinRussia Important first step for your unbrainwash:

https://t.co/vFaYrlMJrj",0,0
Russia-Ukraine live news: UN suspends Russia from rights council Ukraine news from April 7: UN members vote 93-24 in favour of a resolution suspending Russia from UN human rights body. https://t.co/kcywH2L6lP,0,0
"@kitchen5203 And ... it was at the request of the U.S. and Russia among others that Ukraine gave to us their nuclear supplies ... the ONE thing that would have prevented this savage holocaust.

#ArrestPutin  
#BootsOnTheGroundUKR
#NoFlyZoneUKR",1,0
"@BenBarbossa @mariamposts as among the crowning achievements of that fight.

Whether the Russians are being mendacious, self-deluded, or spot on in their assessment of fascism in Ukraine and their (Russia's) need to root it out, their claims are within that antifascist tradition.",1,0
"¡°The core question is whether the strength of the US economy is now an asset or a liability,"" NEC director Brian Deese.
https://t.co/M8tl1lhVVz via @joshboak",0,0
"@MightyMorals @Nativeforone @JustinTrudeau ??Freedom of speech
Canada makes no mistake stand up for Ukraine
Morality in saving lives is the most vital action to humankind beyond national borders in the 21-cent.
That's reasonable to implement why Canada's standoff against the brutal war from Russia.
https://t.co/nMN6znEwbm",1,0
"@JesseFoerster @Robcipo @IAPonomarenko Ukraine is in the moral right, their war is justified in the Augustinian sense.  Russia¡¯s is not.",1,0
"Echoing analysis of potential #UN reform by @hmryder @OvigweEguegu &amp; Anna Baisch in @ForeignPolicy - well worth a re-read in the context of the #Russia-#Ukraine war
https://t.co/kysKObIq4K",0,0
"I #DontSpoilSonic2
But that funny subtle reference on the 
Russia-Ukraine War ?????? in #SonicMovie2 
Really got me ?

Where #Sonic &amp; #Tails show a more peaceful &amp; fun way to resolve conflicts between ?????? 

Best to watch #SonicTheHedgehog 2 on IMAX or 4DX https://t.co/XQjl33lEit https://t.co/Tty8z4KyLg",0,1
why are we allowing genocide again. we dont have to go to russia. we can go to ukraine and remove russians.,1,1
@Mike_Fabricant Actually we should be looking at what Russia has achieved with invading Ukraine. The fallout goes far beyond the Ukraine borders and will cause financial pain to many countries. Putin has a conventional war in Ukraine but on a wider level he has an economic war going in Europe.,1,0
"¡°And we went to get water, stepping over the bodies of people who went to get water the day before.¡± Horrific heartbreaking stories out of #Ukraine.  ? #StandWithUkraine ????? #PutinWarCrimes #UkraineRussianWar  https://t.co/isLt15klms",1,1
"@rada_mayak @PLACEBOWORLD @PLACEBOWORLD
Russia attacked Ukraine, the Russians committed genocide, raped women and children, tortured, destroyed many buildings, and looted.  
""Russia was involved."" 

Do you think so?  Is Russia involved?

 Placebo, what's wrong with you?",0,1
"@FluidDruid4K @EndofourTime Any strikes into Russia will be to inhibit the ability of Russia to mobilize supplies, troops, or other war materials into Ukraine. Actually invading/seizing Russian territory could galvanize the Russians/lend credibility to Russian claims about the war.",1,0
TikTok User Growth Surged Before Russia-Ukraine War - Bloomberg: TikTok User Growth Surged Before Russia-Ukraine War??Bloomberg https://t.co/mMuq7YGCwF #tiktok #tiktokindia #instagram,0,0
Russia-Ukraine live updates: Russia suspended from U.N. Human Rights?C¡­ https://t.co/NtzjPtG2qD,0,0
"¡°The unspeakable tragedies that mark Ukraine¡¯s history are also the stories of Ukrainians daring to hope even when hope appeared to have vanished.¡±

Perspective: Inside my family¡¯s escape from war-torn Ukraine https://t.co/JTimKLGuFl",1,0
"The Rashists dreamed of dominating the Ukrainian skies, but they got it in the teeth! Details: The Ukrainian military has already destroyed 150 Russian invading aircraft since the start of the full-scale invasion
! #ukraine #poland #russia #breakingnews #breaking #war #ukrainewar https://t.co/HY2FSC1vxY",1,1
"@roboyte @Tazerface16 @FieldMontgomery Yes and Russia is doomed to  generations of unprecedented condemnation from a unanimous civilized world to the point where Putin¡¯s pretense that Ukraine is not a country, culture, etc, may predict Russia¡¯s future.

China has to be reconsidering its own expansionist ambitions.",1,1
"@Chiliz007 Russia will find another reason to attack. Ukraine or another country. If we'll fall, the next can be Moldova, Finland, Lithuania, Latvia, Estonia. Poland. Russia has already talked about it. The last 4 countries are in NATO.
Just be ready for everything.",1,0
"@ClimateWarDrums @RealMacroEcon @kyler_mcquaid @mikenorman They got less than 2% of the vote. They are irrelevant.

Nazis are #putins excuse to invade #ukraine. It was never about Nazis and always about #putins desire to reunite the USSR.

He thought he could win easily. Big Mistake. #Russia and the world are far worse off now. Horrible.",1,1
Maldives shelters sanctioned Russian billionaires' yachts - Reuters #Ukraine #Russia https://t.co/ncxncPj8cP,0,0
@DebAttanasio The Ukraine army reveals the latest device to defend itself against Russia...? https://t.co/yfoA2QAzik,1,0
"@BrownUniversity @BrownSociology @SwearerCenter @pubstory @tompharvard @JMLudes @gwaynemiller @jseelybrown @Morning_Joe @costareports @juliaf113 @khaila__ @KBAndersen @dlittle30 @kimberlykhoang @TomPerez @WatsonInstitute @robert_a_blair @craigjcalhoun @nyu_ipk @ikaribjanian @nkwarikoo @chinyereagbai @ohahl @ASR_Journal @bartbonikowski @UMich @toddgitlin @SlaterPolitics @umichWCED @engagedscholar @DYStateofMind @emmaschow @alex_s_cramer @craigmelvin @billpeduto @peterbakernyt @GlennKesslerWP @CharlesMBlow @neal_katyal @gtconway3d @pareene @FEPS_Europe @vivienaschmidt @rjcsmith @Edsall @trzaskowski_ @morningmika @lylegoldstein Drawing on various pieces of evidence, from polls &amp; elite statements, Petro declares that there is no such unity of Ukraine against Russia, and rather that the contest still cuts through Ukraine itself, and rather favors restoring #UKRSovereignty &amp; agency for Ukraine itself. 3/",0,0
"@minesweeper126 @harrys_hope @phildstewart If they want to join, they join--its solely their decision.  Irrespective of NATO they are getting F35s.  Unlike Russia attacking Ukraine, Finland and NATO will not attack Russia but only defend from attack.",1,0
"@eucopresident @JosepBorrellF @ZelenskyyUa Just 500M for Ukraine while we, as the EU pay 
1 000M for Russia EACH day?!
Don't piss on my leg and say its raining.",1,1
"@thehill WAIT UNTIL THE UN FINDS OUT THST THE #BLMLawsuit &amp; #BLMCurse WILL SHOW THE COUNTRIES BLAMING RUSSIA ARE STOCK PILING UKRAINE WITH Weapons &amp; SOLDIERS, WHO KNOW HOW TO USE THEM!
BIDEN GOT BRIBED &amp; STARTED A WAR WITH RUSSIA FOR EUROPE!
@INTLCRIMCOURT TO AVOID BLM??? DEPOSITIONS! ?",1,1
"@WHO You know health is important for every single person. Health and life. And you also know russia takes away ukrainian lives today. 

But you are silent about it. Don't do so. 

Don't condone a genocide that is happenning in Ukraine now.
#askWHOaboutwar 
#WorldHealthDay",1,0
@vtchakarova @GeromanAT Are you saying Russia has no air superiority over Ukraine? Who has it then? Burundi?,1,1
@CNathusius There is no space on earth for ruthless Russian murderers like #Putin and his army! Hunt them down and bring them to justice! Shame on #Scholz delaying heavy weapons and air defense for Ukraine! Boycott Russia NOW!,1,1
"In military doctrine ""breakthrough"" is one word and it's one of the most studied topics of war. I think if Russia is going to use battlefield nukes, it will be here. It depends on the strength of Ukraine's defensive lines. If they can't create a gap to exploit, I think they nuke. https://t.co/JSoJ35STYf",0,1
This face tells its own story of the horrible #WarCrimes of #Nazi-#Russia in #Ukraine . https://t.co/47qcR5jASM,1,0
"All hospitals in Ukraine's Luhansk region destroyed, official says https://t.co/VWHfSd54ca",0,0
"#China not supporting #Putin the way he wants. While #Beijing is sympathetic to #Moscow, it is skeptical about #Ukraine https://t.co/AWnsiqpuOc my chapters on #Russia and #Asia in #TheScatteredTribe, https://t.co/AkpcpcKTvm Order today.  https://t.co/eXXm1oydzN. #Amazon.",0,0
"Russia¡¯s invasion of Ukraine day 43:

A mother holds remnants of cluster bombs.

A bloody stretcher left in an abandoned Russian camp

Occupying Russians cross out a Pro-Ukranian sign using blood 

Russian soldiers use lipstick to leave a cryptic message for villagers #Chernihiv https://t.co/DojNRgZe0P",1,0
"RUSSIA HACKS UK SPECIAL FORCES PHONES to TARGET SOLDIERS in UKRAINE https://t.co/RAkiNvarut via @YouTube 

Did #Russia listen to @dualcoremusic 
#DrinkAllTheBoozeHackAllTheThings

#Ukraine should have watched @hak5 to prevent this from happening",1,0
Ukraine: World responds with outrage to civilian killings in Bucha - Vatican News https://t.co/Nx5TisiHEX,0,0
"@ukraine @mfa_ukraine @UN_Ukraine @DefenceU @ServiceSsu @DPSU_ua @olex_scherba @DI_Ukraine Russia is withdrawing conscripts from Syria and elsewhere, they're grouping for a major concentrated offensive
Watch out, that may come soon, even from Belarus, but also from the southeast.",0,0
@glamourmag Helping those women is easy: give more weapons to Ukraine and cut every economic tie with Russia.,1,0
"@NewshubPolitics This is as close to a binary good vs evil decision as NZ will ever get. Which side does NZ sit on? Give Ukraine what it seeks, or support Russia by sitting on our hands?",0,1
